assessment,year,countrycode,grade,male,subgroup,n_score_timss_math,m_score_timss_math,se_score_timss_math,n_score_timss_scie,m_score_timss_scie,se_score_timss_scie,n_sdg411_scie,m_sdg411_scie,se_sdg411_scie,n_sdg411_math,m_sdg411_math,se_sdg411_math,n_total,n_bul_pv,n_bul_ev_all,n_bul_ev_o,n_bul_ev_trad,n_bul_any,n_bul_c_all
TIMSS,2019,LTU,8,0,bul_c_all=0,1741,518.03296,2.9668636,1741,533.19684,3.2228673,1741,.78621763,.01607351,1741,.7077142,.015666876,1929,209,625,111,603,639,188
TIMSS,2019,LTU,8,0,bul_c_all=1,188,530.52063,14.476248,188,549.57208,14.856069,188,.8427611,.042003371,188,.77506626,.052909449,1929,209,625,111,603,639,188
TIMSS,2019,LTU,8,0,bul_ev_all=0,1304,522.63098,3.0202653,1304,537.16626,3.0779154,1304,.80241126,.014584767,1304,.73028314,.015343373,1929,209,625,111,603,639,188
TIMSS,2019,LTU,8,0,bul_ev_all=1,625,512.90057,4.2149525,625,530.68372,4.5825996,625,.77244806,.024528354,625,.68459821,.025546148,1929,209,625,111,603,639,188
TIMSS,2019,LTU,8,0,bul_ev_o=0,1818,521.39154,2.6973829,1818,536.64758,2.8872547,1818,.79854506,.01403617,1818,.72472107,.013924628,1929,209,625,111,603,639,188
TIMSS,2019,LTU,8,0,bul_ev_o=1,111,484.70856,8.2994747,111,506.44437,9.9687099,111,.68651795,.059912022,111,.54766643,.068222538,1929,209,625,111,603,639,188
TIMSS,2019,LTU,8,0,bul_ev_trad=0,1326,522.953,2.9819355,1326,537.37317,3.0468397,1326,.80281532,.014329096,1326,.73074228,.015478225,1929,209,625,111,603,639,188
TIMSS,2019,LTU,8,0,bul_ev_trad=1,603,511.88205,4.165741,603,530.02155,4.5942459,603,.77057445,.024924394,603,.68207902,.026246188,1929,209,625,111,603,639,188
TIMSS,2019,LTU,8,0,bul_pv=0,1720,521.78046,2.6152809,1720,537.21783,2.854058,1720,.80400616,.013350368,1720,.73056513,.014480935,1929,209,625,111,603,639,188
TIMSS,2019,LTU,8,0,bul_pv=1,209,500.55872,6.9046431,209,517.47974,7.1035624,209,.7004844,.043951541,209,.59219939,.041790619,1929,209,625,111,603,639,188
TIMSS,2019,LTU,8,1,all,1897,521.44141,3.610199,1897,532.58936,3.546562,1897,.76561052,.01514523,1897,.70988363,.01661686,1897,301,624,97,614,635,212
TIMSS,2019,LTU,8,1,bul_any=1,635,517.4743,5.7917261,635,529.28168,5.5562506,635,.76890552,.026910922,635,.69369394,.032612529,1897,301,624,97,614,635,212
TIMSS,2019,LTU,8,1,bul_c_all=0,1685,520.07556,3.8771036,1685,531.5592,3.8176103,1685,.75842398,.016428171,1685,.70303082,.018792069,1897,301,624,97,614,635,212
TIMSS,2019,LTU,8,1,bul_c_all=1,212,530.9433,18.265287,212,539.7558,15.999212,212,.81560582,.04911565,212,.75755739,.063614137,1897,301,624,97,614,635,212
TIMSS,2019,LTU,8,1,bul_ev_all=0,1273,523.61945,3.5997581,1273,534.33417,3.40341,1273,.76616341,.015232977,1273,.71898878,.018145768,1897,301,624,97,614,635,212
TIMSS,2019,LTU,8,1,bul_ev_all=1,624,516.97583,5.8658786,624,529.01196,5.6914682,624,.7644769,.027180254,624,.69121552,.032291949,1897,301,624,97,614,635,212
TIMSS,2019,LTU,8,1,bul_ev_o=0,1800,521.93744,3.6210282,1800,533.30481,3.5542388,1800,.76762146,.014922226,1800,.70995772,.017438136,1897,301,624,97,614,635,212
TIMSS,2019,LTU,8,1,bul_ev_o=1,97,511.28912,10.896051,97,517.94556,10.082583,97,.72445238,.0640423,97,.70836729,.056253918,1897,301,624,97,614,635,212
TIMSS,2019,LTU,8,1,bul_ev_trad=0,1283,523.85468,3.7094827,1283,534.49896,3.5038145,1283,.76726973,.015255255,1283,.72016764,.018139077,1897,301,624,97,614,635,212
TIMSS,2019,LTU,8,1,bul_ev_trad=1,614,516.37543,5.7426758,614,528.58075,5.7040668,614,.76212734,.027627379,614,.68829536,.033281628,1897,301,624,97,614,635,212
TIMSS,2019,LTU,8,1,bul_pv=0,1596,523.12799,3.3713427,1596,534.72528,3.4953263,1596,.76933205,.014305718,1596,.71666735,.015331071,1897,301,624,97,614,635,212
TIMSS,2019,LTU,8,1,bul_pv=1,301,513.05383,7.5856018,301,521.9671,6.8470511,301,.7471028,.038946692,301,.67614758,.043547727,1897,301,624,97,614,635,212
TIMSS,2019,LVA,4,0,all,2263,543.82605,2.7622938,2263,544.15265,2.5171196,2263,.98132825,.0045488128,2263,.97623664,.004443747,2263,629,1201,269,1161,1201,212
TIMSS,2019,LVA,4,0,bul_any=1,1201,532.3526,3.1411121,1201,533.19598,2.8708797,1201,.97339261,.0075158104,1201,.96669835,.0074105719,2263,629,1201,269,1161,1201,212
TIMSS,2019,LVA,4,0,bul_c_all=0,2051,543.74493,2.9243026,2051,543.92542,2.730547,2051,.98138541,.0049172794,2051,.97679472,.0046430603,2263,629,1201,269,1161,1201,212
TIMSS,2019,LVA,4,0,bul_c_all=1,212,544.62531,10.479109,212,546.39081,8.6518383,212,.98076481,.013865221,212,.9707396,.014213129,2263,629,1201,269,1161,1201,212
TIMSS,2019,LVA,4,0,bul_ev_all=0,1062,556.83765,3.0309865,1062,556.57813,2.8969388,1062,.99032772,.0045471392,1062,.98705363,.0062917639,2263,629,1201,269,1161,1201,212
TIMSS,2019,LVA,4,0,bul_ev_all=1,1201,532.3526,3.1411121,1201,533.19598,2.8708797,1201,.97339261,.0075158104,1201,.96669835,.0074105719,2263,629,1201,269,1161,1201,212
TIMSS,2019,LVA,4,0,bul_ev_o=0,1994,546.68646,2.9038978,1994,547.1156,2.6033909,1994,.98566097,.0045554205,1994,.98003441,.0052494844,2263,629,1201,269,1161,1201,212
TIMSS,2019,LVA,4,0,bul_ev_o=1,269,522.81604,5.4040246,269,522.38922,4.9144139,269,.94950378,.019748518,269,.94834143,.028053652,2263,629,1201,269,1161,1201,212
TIMSS,2019,LVA,4,0,bul_ev_trad=0,1102,557.31445,2.9295406,1102,556.9079,2.7922904,1102,.99047756,.0043850741,1102,.98641545,.0062404573,2263,629,1201,269,1161,1201,212
TIMSS,2019,LVA,4,0,bul_ev_trad=1,1161,531.10211,3.1421618,1161,532.1203,2.8841417,1161,.9726975,.0076896981,1161,.96663469,.0076038889,2263,629,1201,269,1161,1201,212
TIMSS,2019,LVA,4,0,bul_pv=0,1634,551.07202,3.0535381,1634,552.51703,2.6101749,1634,.99076939,.0041172854,1634,.98356247,.0047523747,2263,629,1201,269,1161,1201,212
TIMSS,2019,LVA,4,0,bul_pv=1,629,525.55298,3.8962424,629,523.05902,3.835134,629,.95751923,.012114023,629,.95776218,.012139169,2263,629,1201,269,1161,1201,212
TIMSS,2019,LVA,4,1,all,2218,548.43365,2.8347433,2218,539.56964,2.9049325,2218,.97662747,.0082178432,2218,.97748822,.0059810518,2218,876,1446,350,1413,1446,231
TIMSS,2019,LVA,4,1,bul_any=1,1446,540.62286,3.1065331,1446,530.96521,3.1898906,1446,.96654165,.012251993,1446,.97105831,.0077460227,2218,876,1446,350,1413,1446,231
TIMSS,2019,LVA,4,1,bul_c_all=0,1987,549.37897,3.0755835,1987,540.29236,3.1263344,1987,.97731113,.0090247281,1987,.97829658,.0065427241,2218,876,1446,350,1413,1446,231
TIMSS,2019,LVA,4,1,bul_c_all=1,231,540.0965,9.6833334,231,533.19598,8.5038147,231,.9705981,.023135999,231,.97035903,.015525779,2218,876,1446,350,1413,1446,231
TIMSS,2019,LVA,4,1,bul_ev_all=0,772,562.71777,3.3466916,772,555.30518,3.4634838,772,.99507219,.0040609362,772,.98924708,.0076682447,2218,876,1446,350,1413,1446,231
TIMSS,2019,LVA,4,1,bul_ev_all=1,1446,540.62286,3.1065331,1446,530.96521,3.1898906,1446,.96654165,.012251993,1446,.97105831,.0077460227,2218,876,1446,350,1413,1446,231
TIMSS,2019,LVA,4,1,bul_ev_o=0,1868,553.33484,2.651943,1868,544.06458,2.6139235,1868,.9826268,.0059870477,1868,.98304385,.0065076835,2218,876,1446,350,1413,1446,231
TIMSS,2019,LVA,4,1,bul_ev_o=1,350,522.88934,5.9076233,350,516.14246,6.2623782,350,.94535983,.024810715,350,.94853306,.015983708,2218,876,1446,350,1413,1446,231
TIMSS,2019,LVA,4,1,bul_ev_trad=0,805,561.20746,3.4494922,805,554.19147,3.5194001,805,.99239677,.0070407204,805,.98647517,.0083328467,2218,876,1446,350,1413,1446,231
TIMSS,2019,LVA,4,1,bul_ev_trad=1,1413,540.95349,3.0997577,1413,531.00726,3.1586881,1413,.96739322,.0099025071,1413,.97222561,.0062607774,2218,876,1446,350,1413,1446,231
TIMSS,2019,LVA,4,1,bul_pv=0,1342,556.39325,2.7342651,1342,548.91107,2.6600931,1342,.99023676,.004124864,1342,.98863506,.0058660381,2218,876,1446,350,1413,1446,231
TIMSS,2019,LVA,4,1,bul_pv=1,876,536.16248,4.0134735,876,525.16809,4.214385,876,.95564628,.020005226,876,.96030331,.013556512,2218,876,1446,350,1413,1446,231
TIMSS,2019,MAR,4,0,all,3752,385.15646,4.8777246,3752,378.69434,6.552176,3752,.43328679,.025651557,3752,.42993683,.020035831,3752,1310,2265,400,2227,2265,1945
TIMSS,2019,MAR,4,0,bul_any=1,2265,375.59457,6.3925681,2265,368.14673,8.3636007,2265,.39708516,.031037552,2265,.39177045,.027203998,3752,1310,2265,400,2227,2265,1945
TIMSS,2019,MAR,4,0,bul_c_all=0,1807,390.7449,10.448744,1807,385.96741,12.257026,1807,.45829844,.041632954,1807,.44192135,.034910355,3752,1310,2265,400,2227,2265,1945
TIMSS,2019,MAR,4,0,bul_c_all=1,1945,380.11227,7.7101984,1945,372.12955,9.5873995,1945,.41071096,.031567346,1945,.41911945,.035632797,3752,1310,2265,400,2227,2265,1945
TIMSS,2019,MAR,4,0,bul_ev_all=0,1487,398.93582,5.1858988,1487,393.89413,6.4540186,1487,.48545572,.027860619,1487,.48493713,.026084915,3752,1310,2265,400,2227,2265,1945
TIMSS,2019,MAR,4,0,bul_ev_all=1,2265,375.59457,6.3925681,2265,368.14673,8.3636007,2265,.39708516,.031037552,2265,.39177045,.027203998,3752,1310,2265,400,2227,2265,1945
TIMSS,2019,MAR,4,0,bul_ev_o=0,3352,390.46249,4.8040147,3352,385.28336,6.2807884,3352,.45230919,.026289599,3352,.44868585,.021070164,3752,1310,2265,400,2227,2265,1945
TIMSS,2019,MAR,4,0,bul_ev_o=1,400,332.89822,11.058859,400,313.79993,16.4105,400,.24593808,.043654025,400,.24528077,.040726285,3752,1310,2265,400,2227,2265,1945
TIMSS,2019,MAR,4,0,bul_ev_trad=0,1525,397.94675,5.238234,1525,392.81149,6.4403429,1525,.4836908,.027461998,1525,.484276,.025984142,3752,1310,2265,400,2227,2265,1945
TIMSS,2019,MAR,4,0,bul_ev_trad=1,2227,375.91187,6.3855348,2227,368.49066,8.4471836,2227,.39685559,.031386238,2227,.39066139,.027251491,3752,1310,2265,400,2227,2265,1945
TIMSS,2019,MAR,4,0,bul_pv=0,2442,390.18823,4.7949343,2442,383.44205,6.3789554,2442,.44736338,.030162115,2442,.44449246,.021382211,3752,1310,2265,400,2227,2265,1945
TIMSS,2019,MAR,4,0,bul_pv=1,1310,375.38281,7.3792005,1310,369.47235,9.6818733,1310,.40594447,.031249491,1310,.40166405,.030770121,3752,1310,2265,400,2227,2265,1945
TIMSS,2019,MAR,4,1,all,3971,381.66812,4.2211146,3971,369.56433,5.9109821,3971,.4077698,.018212389,3971,.42627096,.019411335,3971,1866,2775,780,2728,2775,2071
TIMSS,2019,MAR,4,1,bul_any=1,2775,371.29941,4.775476,2775,358.17642,6.6118736,2775,.36717838,.021349153,2775,.38431767,.022631213,3971,1866,2775,780,2728,2775,2071
TIMSS,2019,MAR,4,1,bul_c_all=0,1900,388.19019,8.7077608,1900,374.43161,10.864499,1900,.4184764,.035891309,1900,.43920869,.034652233,3971,1866,2775,780,2728,2775,2071
TIMSS,2019,MAR,4,1,bul_c_all=1,2071,375.80923,7.0490727,2071,365.19193,9.1692333,2071,.39815184,.030854717,2071,.41464874,.031625442,3971,1866,2775,780,2728,2775,2071
TIMSS,2019,MAR,4,1,bul_ev_all=0,1196,402.93652,6.1275253,1196,392.92325,7.6537795,1196,.49103123,.033436392,1196,.51232588,.029898869,3971,1866,2775,780,2728,2775,2071
TIMSS,2019,MAR,4,1,bul_ev_all=1,2775,371.29941,4.775476,2775,358.17642,6.6118736,2775,.36717838,.021349153,2775,.38431767,.022631213,3971,1866,2775,780,2728,2775,2071
TIMSS,2019,MAR,4,1,bul_ev_o=0,3191,392.60107,4.3774958,3191,382.82538,5.9005599,3191,.4497174,.019360254,3191,.47035593,.020384438,3971,1866,2775,780,2728,2775,2071
TIMSS,2019,MAR,4,1,bul_ev_o=1,780,325.84561,6.6526031,780,301.85461,9.3673134,780,.19358933,.030144963,780,.20117728,.028885245,3971,1866,2775,780,2728,2775,2071
TIMSS,2019,MAR,4,1,bul_ev_trad=0,1243,400.89209,6.0506649,1243,390.5387,7.6856651,1243,.48190004,.032562185,1243,.50385451,.029843276,3971,1866,2775,780,2728,2775,2071
TIMSS,2019,MAR,4,1,bul_ev_trad=1,2728,371.75644,4.7942219,2728,358.75012,6.5920792,2728,.36954892,.020950824,2728,.3862696,.022471627,3971,1866,2775,780,2728,2775,2071
TIMSS,2019,MAR,4,1,bul_pv=0,2105,392.07843,4.9272408,2105,382.93658,6.5605793,2105,.45333177,.024350803,2105,.46842989,.023011347,3971,1866,2775,780,2728,2775,2071
TIMSS,2019,MAR,4,1,bul_pv=1,1866,368.76382,5.3322935,1866,352.98846,6.9982643,1866,.35129255,.025116351,1866,.37401202,.025930259,3971,1866,2775,780,2728,2775,2071
TIMSS,2019,MAR,8,0,all,4237,385.72241,2.356236,4237,394.91425,2.8740344,4237,.1750145,.010401358,4237,.11177994,.0078124413,4237,1922,2642,654,2580,2692,2277
TIMSS,2019,MAR,8,0,bul_any=1,2692,378.42258,2.7133803,2692,385.8855,3.1618469,2692,.14411058,.0098574599,2692,.091594905,.010366064,4237,1922,2642,654,2580,2692,2277
TIMSS,2019,MAR,8,0,bul_c_all=0,1960,382.65668,5.1163864,1960,389.80841,5.2593555,1960,.15799028,.019048538,1960,.10558815,.019404495,4237,1922,2642,654,2580,2692,2277
TIMSS,2019,MAR,8,0,bul_c_all=1,2277,388.14282,3.5303216,2277,398.94534,4.7152739,2277,.18845521,.017457761,2277,.1166684,.014151643,4237,1922,2642,654,2580,2692,2277
TIMSS,2019,MAR,8,0,bul_ev_all=0,1595,398.12796,3.6258645,1595,410.49997,4.3642116,1595,.22975262,.020925796,1595,.14545138,.015508088,4237,1922,2642,654,2580,2692,2277
TIMSS,2019,MAR,8,0,bul_ev_all=1,2642,378.44296,2.704381,2642,385.76874,3.0919559,2642,.14289483,.0097051775,2642,.092021964,.010466013,4237,1922,2642,654,2580,2692,2277
TIMSS,2019,MAR,8,0,bul_ev_o=0,3583,389.28122,2.5107567,3583,399.5228,2.9336858,3583,.19008677,.011816468,3583,.12090158,.0089175049,4237,1922,2642,654,2580,2692,2277
TIMSS,2019,MAR,8,0,bul_ev_o=1,654,366.26816,4.2751617,654,369.72177,5.294476,654,.092622332,.018369727,654,.061916765,.016914453,4237,1922,2642,654,2580,2692,2277
TIMSS,2019,MAR,8,0,bul_ev_trad=0,1657,397.86996,3.600636,1657,410.26321,4.3291144,1657,.2279788,.019673591,1657,.14377648,.015144659,4237,1922,2642,654,2580,2692,2277
TIMSS,2019,MAR,8,0,bul_ev_trad=1,2580,378.11136,2.759779,2580,385.29736,3.0616894,2580,.14182977,.0095924353,2580,.091732554,.010831282,4237,1922,2642,654,2580,2692,2277
TIMSS,2019,MAR,8,0,bul_pv=0,2315,391.75998,2.8609383,2315,404.06616,3.407438,2315,.20332615,.014948019,2315,.12192381,.011382605,4237,1922,2642,654,2580,2692,2277
TIMSS,2019,MAR,8,0,bul_pv=1,1922,378.51163,3.3584118,1922,383.98395,3.8288062,1922,.14120138,.01227221,1922,.099664949,.013303954,4237,1922,2642,654,2580,2692,2277
TIMSS,2019,MAR,8,1,all,4221,390.63065,2.5308669,4221,393.29303,2.9590101,4221,.17208517,.01136223,4221,.12062631,.011913108,4221,2244,2940,991,2869,2970,2261
TIMSS,2019,MAR,8,1,bul_any=1,2970,385.52835,2.2817044,2970,387.34613,3.0189667,2970,.14758974,.010365316,2970,.096356645,.01025835,4221,2244,2940,991,2869,2970,2261
TIMSS,2019,MAR,8,1,bul_c_all=0,1960,389.1619,4.5407176,1960,390.17715,6.1241608,1960,.16695434,.020885061,1960,.11796601,.018776994,4221,2244,2940,991,2869,2970,2261
TIMSS,2019,MAR,8,1,bul_c_all=1,2261,391.81561,3.7685502,2261,395.80685,4.3380966,2261,.17622457,.017444082,2261,.12277257,.017606061,4221,2244,2940,991,2869,2970,2261
TIMSS,2019,MAR,8,1,bul_ev_all=0,1281,402.70093,4.958674,1281,407.05103,4.6250687,1281,.22820926,.020864839,1281,.17793831,.024449756,4221,2244,2940,991,2869,2970,2261
TIMSS,2019,MAR,8,1,bul_ev_all=1,2940,385.44815,2.255142,2940,387.38589,3.004082,2940,.14798766,.010255584,2940,.096018769,.010196674,4221,2244,2940,991,2869,2970,2261
TIMSS,2019,MAR,8,1,bul_ev_o=0,3230,397.39496,2.8943546,3230,402.20709,3.1560757,3230,.19754897,.013000793,3230,.14089519,.015002625,4221,2244,2940,991,2869,2970,2261
TIMSS,2019,MAR,8,1,bul_ev_o=1,991,368.91043,2.8170605,991,364.66992,3.8676915,991,.090320662,.01249729,991,.055542771,.012736928,4221,2244,2940,991,2869,2970,2261
TIMSS,2019,MAR,8,1,bul_ev_trad=0,1352,401.50165,4.8853588,1352,405.75021,4.5540318,1352,.22344112,.020721113,1352,.17327155,.023734082,4221,2244,2940,991,2869,2970,2261
TIMSS,2019,MAR,8,1,bul_ev_trad=1,2869,385.58826,2.2559009,2869,387.51489,3.0640855,2869,.1482642,.010451471,2869,.096207313,.010135172,4221,2244,2940,991,2869,2970,2261
TIMSS,2019,MAR,8,1,bul_pv=0,1977,396.88535,3.8550739,1977,401.66455,4.1390195,1977,.20109615,.017315133,1977,.14994194,.019067269,4221,2244,2940,991,2869,2970,2261
TIMSS,2019,MAR,8,1,bul_pv=1,2244,385.26981,2.3404512,2244,386.11786,3.1134934,2244,.14722002,.011436917,2244,.095500052,.011336026,4221,2244,2940,991,2869,2970,2261
TIMSS,2019,MKD,4,0,all,1575,471.87112,5.7652621,1575,433.38132,6.3223367,1575,.65270537,.026771458,1575,.77612382,.02040612,1575,312,571,144,542,571,179
TIMSS,2019,MKD,4,0,bul_any=1,571,441.77359,8.0993958,571,401.03589,8.0552139,571,.53148305,.038837414,571,.67709571,.033218458,1575,312,571,144,542,571,179
TIMSS,2019,MKD,4,0,bul_c_all=0,1396,473.7883,5.7462554,1396,435.57733,6.3976598,1396,.65888667,.027046228,1396,.78281128,.020286927,1575,312,571,144,542,571,179
TIMSS,2019,MKD,4,0,bul_c_all=1,179,457.461,17.81041,179,416.87546,17.024282,179,.6062445,.077447034,179,.72585875,.078518271,1575,312,571,144,542,571,179
TIMSS,2019,MKD,4,0,bul_ev_all=0,1004,490.76154,5.3857841,1004,453.68259,6.158484,1004,.72878927,.027036753,1004,.83827782,.017764041,1575,312,571,144,542,571,179
TIMSS,2019,MKD,4,0,bul_ev_all=1,571,441.77359,8.0993958,571,401.03589,8.0552139,571,.53148305,.038837414,571,.67709571,.033218458,1575,312,571,144,542,571,179
TIMSS,2019,MKD,4,0,bul_ev_o=0,1431,479.29114,5.4849873,1431,441.74048,6.1082025,1431,.68640405,.026032267,1431,.80438018,.019017003,1575,312,571,144,542,571,179
TIMSS,2019,MKD,4,0,bul_ev_o=1,144,399.99997,13.270531,144,352.41367,12.490434,144,.32629609,.064253874,144,.5024296,.056803308,1575,312,571,144,542,571,179
TIMSS,2019,MKD,4,0,bul_ev_trad=0,1033,491.13535,5.3433585,1033,454.0943,6.0502257,1033,.7307263,.026074078,1033,.84050041,.017489685,1575,312,571,144,542,571,179
TIMSS,2019,MKD,4,0,bul_ev_trad=1,542,438.86627,8.3020391,542,397.89432,8.2504787,542,.51903409,.040001504,542,.66582912,.034193251,1575,312,571,144,542,571,179
TIMSS,2019,MKD,4,0,bul_pv=0,1263,481.53934,5.4180202,1263,443.26797,6.1368384,1263,.69011748,.025420677,1263,.81195915,.01875004,1575,312,571,144,542,571,179
TIMSS,2019,MKD,4,0,bul_pv=1,312,436.7558,11.605717,312,397.47256,10.769062,312,.51682281,.052656889,312,.64596844,.048229117,1575,312,571,144,542,571,179
TIMSS,2019,MKD,4,1,all,1695,471.58151,5.2411194,1695,419.31122,6.4293194,1695,.58573169,.029338913,1695,.78711736,.01668299,1695,514,869,281,828,869,203
TIMSS,2019,MKD,4,1,bul_any=1,869,461.73419,6.6482906,869,409.39456,7.4953713,869,.53847885,.034947921,869,.7595579,.023154858,1695,514,869,281,828,869,203
TIMSS,2019,MKD,4,1,bul_c_all=0,1492,473.52573,5.0295334,1492,421.45227,6.2589216,1492,.59523505,.030296896,1492,.79280794,.017193448,1695,514,869,281,828,869,203
TIMSS,2019,MKD,4,1,bul_c_all=1,203,456.73062,16.994499,203,402.95679,18.943279,203,.51314002,.068364762,203,.7436496,.061665908,1695,514,869,281,828,869,203
TIMSS,2019,MKD,4,1,bul_ev_all=0,826,482.41794,5.7123923,826,430.22394,7.0990467,826,.63773078,.031522598,826,.81744504,.020014664,1695,514,869,281,828,869,203
TIMSS,2019,MKD,4,1,bul_ev_all=1,869,461.73419,6.6482906,869,409.39456,7.4953713,869,.53847885,.034947921,869,.7595579,.023154858,1695,514,869,281,828,869,203
TIMSS,2019,MKD,4,1,bul_ev_o=0,1414,479.88303,5.1699176,1414,428.00647,6.3467531,1414,.62465632,.028141303,1414,.81556451,.016338203,1695,514,869,281,828,869,203
TIMSS,2019,MKD,4,1,bul_ev_o=1,281,431.15012,9.8912163,281,376.96207,10.832192,281,.39615405,.056985348,281,.64856929,.044518363,1695,514,869,281,828,869,203
TIMSS,2019,MKD,4,1,bul_ev_trad=0,867,481.30368,5.5473819,867,429.45251,6.9656386,867,.63429487,.031434234,867,.8148194,.019323474,1695,514,869,281,828,869,203
TIMSS,2019,MKD,4,1,bul_ev_trad=1,828,461.85071,6.7255974,828,409.16086,7.4791379,828,.53712511,.03509545,828,.75939065,.024508435,1695,514,869,281,828,869,203
TIMSS,2019,MKD,4,1,bul_pv=0,1181,478.87238,5.3818445,1181,426.19919,6.6748643,1181,.61362493,.030900367,1181,.81412256,.017293738,1695,514,869,281,828,869,203
TIMSS,2019,MKD,4,1,bul_pv=1,514,454.98578,7.4251876,514,403.63254,8.4340181,514,.52223998,.044871897,514,.72564715,.026575323,1695,514,869,281,828,869,203
TIMSS,2019,MLT,4,0,all,1778,505.33075,2.0337517,1778,493.32721,2.0904422,1778,.86779064,.0090626497,1778,.90962029,.0088835182,1778,531,836,149,783,836,177
TIMSS,2019,MLT,4,0,bul_any=1,836,493.16153,2.9553266,836,481.02493,3.0329115,836,.83125329,.012874988,836,.88171142,.015211098,1778,531,836,149,783,836,177
TIMSS,2019,MLT,4,0,bul_c_all=0,1601,508.4248,2.0185571,1601,496.12506,2.1461823,1601,.87602597,.0095028654,1601,.91665035,.0085312854,1778,531,836,149,783,836,177
TIMSS,2019,MLT,4,0,bul_c_all=1,177,477.90381,5.2828331,177,468.526,6.2749782,177,.79478949,.031774651,177,.8473025,.029429236,1778,531,836,149,783,836,177
TIMSS,2019,MLT,4,0,bul_ev_all=0,942,516.12927,2.4130468,942,504.2438,2.7718821,942,.90021253,.011114123,942,.93438548,.0099077849,1778,531,836,149,783,836,177
TIMSS,2019,MLT,4,0,bul_ev_all=1,836,493.16153,2.9553266,836,481.02493,3.0329115,836,.83125329,.012874988,836,.88171142,.015211098,1778,531,836,149,783,836,177
TIMSS,2019,MLT,4,0,bul_ev_o=0,1629,509.64276,2.0047348,1629,498.4202,1.9782101,1629,.88776535,.0082924189,1629,.92375684,.0084839147,1778,531,836,149,783,836,177
TIMSS,2019,MLT,4,0,bul_ev_o=1,149,458.37531,7.3029189,149,437.8674,8.0672169,149,.65027767,.051459093,149,.7556811,.043621544,1778,531,836,149,783,836,177
TIMSS,2019,MLT,4,0,bul_ev_trad=0,995,515.33832,2.485378,995,503.25055,2.8795404,995,.89765507,.011269161,995,.93321848,.010656207,1778,531,836,149,783,836,177
TIMSS,2019,MLT,4,0,bul_ev_trad=1,783,492.61453,2.9453199,783,480.71799,2.9283037,783,.8298431,.013218642,783,.87963492,.015276983,1778,531,836,149,783,836,177
TIMSS,2019,MLT,4,0,bul_pv=0,1247,511.56235,2.2765019,1247,500.41776,2.2534289,1247,.89100945,.0083556492,1247,.92901671,.0089568431,1778,531,836,149,783,836,177
TIMSS,2019,MLT,4,0,bul_pv=1,531,490.70456,3.5730915,531,476.68491,4.3631916,531,.8132937,.019087199,531,.86409473,.015125116,1778,531,836,149,783,836,177
TIMSS,2019,MLT,4,1,all,1852,512.78314,1.8536834,1852,498.16534,2.3628209,1852,.86127913,.011277425,1852,.90589362,.0083569316,1852,777,1120,254,1077,1120,267
TIMSS,2019,MLT,4,1,bul_any=1,1120,504.02466,2.4878492,1120,489.4574,3.0282767,1120,.84150821,.013089414,1120,.88691336,.011285537,1852,777,1120,254,1077,1120,267
TIMSS,2019,MLT,4,1,bul_c_all=0,1585,516.24677,1.8919877,1585,501.8757,2.4716368,1585,.87413841,.011279259,1585,.9131586,.0088401958,1852,777,1120,254,1077,1120,267
TIMSS,2019,MLT,4,1,bul_c_all=1,267,492.72665,4.9292302,267,476.68024,5.2351985,267,.7868163,.035082381,267,.86382484,.022519587,1852,777,1120,254,1077,1120,267
TIMSS,2019,MLT,4,1,bul_ev_all=0,732,526.17322,2.9837005,732,511.47827,3.2549019,732,.89150542,.016086407,732,.93491101,.013055451,1852,777,1120,254,1077,1120,267
TIMSS,2019,MLT,4,1,bul_ev_all=1,1120,504.02466,2.4878492,1120,489.4574,3.0282767,1120,.84150821,.013089414,1120,.88691336,.011285537,1852,777,1120,254,1077,1120,267
TIMSS,2019,MLT,4,1,bul_ev_o=0,1598,519.07117,2.045398,1598,505.30682,2.624553,1598,.88494897,.012070136,1598,.92388153,.0098381424,1852,777,1120,254,1077,1120,267
TIMSS,2019,MLT,4,1,bul_ev_o=1,254,473.06204,4.5082083,254,453.05331,6.3017087,254,.71175903,.030058455,254,.7922653,.026303368,1852,777,1120,254,1077,1120,267
TIMSS,2019,MLT,4,1,bul_ev_trad=0,775,525.59119,2.9222822,775,510.34348,3.0275939,775,.88800478,.013669488,775,.9331938,.012222792,1852,777,1120,254,1077,1120,267
TIMSS,2019,MLT,4,1,bul_ev_trad=1,1077,503.56894,2.4886367,1077,489.40436,3.0757895,1077,.84205264,.013880314,1077,.88625377,.011295686,1852,777,1120,254,1077,1120,267
TIMSS,2019,MLT,4,1,bul_pv=0,1075,518.9621,2.6083503,1075,504.78455,3.0435491,1075,.87782776,.015624683,1075,.91958684,.011055627,1852,777,1120,254,1077,1120,267
TIMSS,2019,MLT,4,1,bul_pv=1,777,504.21442,2.7359357,777,488.98615,3.5944452,777,.83833027,.013582843,777,.88690448,.012903576,1852,777,1120,254,1077,1120,267
TIMSS,2019,MNE,4,0,all,2363,450.14267,2.655597,2363,456.53033,2.9292729,2363,.77049345,.012623082,2363,.75441921,.012533083,2363,291,614,83,595,614,635
TIMSS,2019,MNE,4,0,bul_any=1,614,427.043,3.9958589,614,437.28833,4.7927523,614,.69602138,.027235487,614,.66505098,.020273471,2363,291,614,83,595,614,635
