countrycode,countryname,region,regionname,adminregion,adminregionname,incomelevel,incomelevelname,lendingtype,lendingtypename,grade,male,year,bullying_pv25,bullying_pv50,bullying_pv75,bullying_ev_all25,bullying_ev_all50,bullying_ev_all75,bullying_ev_online25,bullying_ev_online50,bullying_ev_online75,bullying_ev_trad25,bullying_ev_trad50,bullying_ev_trad75,bullying_c_all,violence_c_all,violence_c_cp,violence_c_teach,bullying_index,bullying_pv,bullying_ev_all,bullying_ev_online,bullying_ev_trad
CYP,Cyprus,ECS,Europe and Central Asia,,,HIC,High income,LNX,Not classified,4,1,2019,,,,,,,,,,,,,.26282647,1,.079386786,1,9.779585706636915,.33857891,.54110557,.11404632,.51887608
CYP,Cyprus,ECS,Europe and Central Asia,,,HIC,High income,LNX,Not classified,8,-9,2019,.33673468,.010204081,0,.64285713,.29591838,.020408163,.040816326,0,0,.66326529,.27551019,.020408163,.34336835,.34649247,.23232037,.19596705,10.0815284837591,.20331998,.41878235,.088713631,.40447211
CYP,Cyprus,ECS,Europe and Central Asia,,,HIC,High income,LNX,Not classified,8,0,2019,,,,,,,,,,,,,.33525014,.33697528,.2305923,.19493961,10.19420588183434,.13489984,.38425812,.073178828,.37058622
CYP,Cyprus,ECS,Europe and Central Asia,,,HIC,High income,LNX,Not classified,8,1,2019,,,,,,,,,,,,,.35129067,.35578004,.23400673,.1969697,9.971503693197768,.27000204,.45242956,.1038538,.4374972
CYP,Cyprus,ECS,Europe and Central Asia,,,HIC,High income,LNX,Not classified,4,-9,2023,.63513511,.1891892,.013513514,.28378379,.58783782,.10810811,.24324325,.020270269,0,.3581081,.52702701,.087837838,.17858024,1,.035086419,1,9.974452439082922,.3793309,.56188029,.19437541,.54187614
CYP,Cyprus,ECS,Europe and Central Asia,,,HIC,High income,LNX,Not classified,4,0,2023,,,,,,,,,,,,,.16409209,1,.031830013,1,10.1546134793725,.34576401,.52139997,.18626907,.49757665
CYP,Cyprus,ECS,Europe and Central Asia,,,HIC,High income,LNX,Not classified,4,1,2023,,,,,,,,,,,,,.19252518,1,.038220733,1,9.800193601055064,.41152084,.60070008,.20214921,.58435833
CYP,Cyprus,ECS,Europe and Central Asia,,,HIC,High income,LNX,Not classified,8,-9,2023,.66666669,.0625,0,.375,.59375,.03125,.29166666,0,0,.45833334,.51041669,.03125,.32665926,.32665926,.14460512,.084816463,9.910943201886116,.29682595,.51487046,.20341077,.49876645
CYP,Cyprus,ECS,Europe and Central Asia,,,HIC,High income,LNX,Not classified,8,0,2023,,,,,,,,,,,,,.34168479,.34168479,.15594077,.088567622,9.960807090711699,.27181908,.51824981,.19467133,.50292271
CYP,Cyprus,ECS,Europe and Central Asia,,,HIC,High income,LNX,Not classified,8,1,2023,,,,,,,,,,,,,.31191313,.31191313,.13348027,.081135064,9.859090019876399,.32132098,.51156026,.21197136,.49469522
CZE,Czech Republic,ECS,Europe and Central Asia,,,HIC,High income,LNX,Not classified,4,-9,2019,.4868421,.019736841,0,.44078946,.46710527,.013157895,.046052631,0,0,.46710527,.42763159,.013157895,.11719986,1,.019139972,1,10.15979816167694,.25343016,.47008064,.087606132,.46056914
CZE,Czech Republic,ECS,Europe and Central Asia,,,HIC,High income,LNX,Not classified,4,0,2019,,,,,,,,,,,,,.11920787,1,.019288452,1,10.27303516438295,.22418579,.44925335,.08634527,.44023731
CZE,Czech Republic,ECS,Europe and Central Asia,,,HIC,High income,LNX,Not classified,4,1,2019,,,,,,,,,,,,,.11530434,1,.018999811,1,10.05273177417544,.28114477,.48981845,.088801034,.47983739
CZE,Czech Republic,ECS,Europe and Central Asia,,,HIC,High income,LNX,Not classified,4,-9,2023,.70769233,.07692308,.015384615,.27692309,.61538464,.087179489,.12820514,.0051282053,0,.31794873,.574359,.082051285,.14536662,1,.029197624,1,10.21539249065821,.34289652,.55763972,.1569961,.54104125
CZE,Czech Republic,ECS,Europe and Central Asia,,,HIC,High income,LNX,Not classified,4,0,2023,,,,,,,,,,,,,.14336534,1,.026970979,1,10.31922229869802,.31920302,.53329796,.15269546,.52057594
CZE,Czech Republic,ECS,Europe and Central Asia,,,HIC,High income,LNX,Not classified,4,1,2023,,,,,,,,,,,,,.14733179,1,.031384084,1,10.11334929584232,.36595103,.58132505,.16118075,.56095469
CZE,Czech Republic,ECS,Europe and Central Asia,,,HIC,High income,LNX,Not classified,8,-9,2023,.57619047,.028571429,0,.34761906,.59523809,.047619049,.18095239,0,0,.3952381,.54761904,.033333335,.17376985,.17376985,.044264171,.039979108,10.0496660739572,.28580731,.54444593,.16612278,.52259523
CZE,Czech Republic,ECS,Europe and Central Asia,,,HIC,High income,LNX,Not classified,8,0,2023,,,,,,,,,,,,,.17207351,.17207351,.042757623,.037739336,9.972661752551053,.24408466,.55802959,.18154192,.54006779
CZE,Czech Republic,ECS,Europe and Central Asia,,,HIC,High income,LNX,Not classified,8,1,2023,,,,,,,,,,,,,.17535082,.17535082,.045668256,.042066552,10.12277960909891,.32491007,.53171521,.15167186,.50621974
DEU,Germany,ECS,Europe and Central Asia,,,HIC,High income,LNX,Not classified,4,-9,2019,.4187192,.08374384,0,.49261084,.36453202,.054187194,.024630541,0,0,.50738919,.34975371,.049261082,.39540622,1,.10944028,1,9.835837119259406,.25665045,.45999429,.062863432,.45137945
DEU,Germany,ECS,Europe and Central Asia,,,HIC,High income,LNX,Not classified,4,0,2019,,,,,,,,,,,,,.39914212,1,.1095821,1,10.0581096767485,.20767717,.42193171,.050560031,.41002169
DEU,Germany,ECS,Europe and Central Asia,,,HIC,High income,LNX,Not classified,4,1,2019,,,,,,,,,,,,,.39174283,1,.10930122,1,9.607660763218618,.3049686,.49754769,.075002261,.49218395
DEU,Germany,ECS,Europe and Central Asia,,,HIC,High income,LNX,Not classified,4,-9,2023,.59565216,.26956522,.0086956518,.22173913,.55217391,.20434782,.15217391,.0043478259,0,.23913044,.54347825,.19130434,.46908051,1,.20421071,1,9.684200472203489,.39399743,.60062832,.14194803,.59326738
DEU,Germany,ECS,Europe and Central Asia,,,HIC,High income,LNX,Not classified,4,0,2023,,,,,,,,,,,,,.44041309,1,.19125916,1,9.954406456277281,.32506898,.53722966,.12093913,.52896708
DEU,Germany,ECS,Europe and Central Asia,,,HIC,High income,LNX,Not classified,4,1,2023,,,,,,,,,,,,,.49717534,1,.21690357,1,9.42402683193483,.46009982,.66142762,.16209555,.65493137
DNK,Denmark,ECS,Europe and Central Asia,,,HIC,High income,LNX,Not classified,4,-9,2019,.55421686,.078313254,0,.38554215,.46987951,.024096385,.018072288,0,0,.42168674,.43373495,.018072288,.31791979,1,.21081677,1,9.745929864553899,.29896683,.46444634,.073511988,.44455296
DNK,Denmark,ECS,Europe and Central Asia,,,HIC,High income,LNX,Not classified,4,0,2019,,,,,,,,,,,,,.30133769,1,.19372964,1,9.810607794887767,.26409569,.44173115,.089988284,.41827863
DNK,Denmark,ECS,Europe and Central Asia,,,HIC,High income,LNX,Not classified,4,1,2019,,,,,,,,,,,,,.33413407,1,.22752488,1,9.680681707149782,.33368376,.48706108,.057108559,.47071105
DNK,Denmark,ECS,Europe and Central Asia,,,HIC,High income,LNX,Not classified,4,-9,2023,.71518987,.12025317,0,.27215189,.64556962,.069620252,.094936706,0,.0063291141,.37974682,.56329113,.044303797,.26278767,1,.11649358,1,9.744891346780795,.35710743,.55605996,.14479698,.53362471
DNK,Denmark,ECS,Europe and Central Asia,,,HIC,High income,LNX,Not classified,4,0,2023,,,,,,,,,,,,,.26635903,1,.11780589,1,9.747978958344161,.33363917,.55674928,.16736153,.52613181
DNK,Denmark,ECS,Europe and Central Asia,,,HIC,High income,LNX,Not classified,4,1,2023,,,,,,,,,,,,,.259067,1,.11512639,1,9.741661760458312,.38138965,.55534673,.12144983,.54137748
EGY,"Egypt, Arab Rep",MEA,Middle East and North Africa,MNA,Middle East and North Africa (excluding high income),LMC,Lower middle income,IBD,IBRD,8,-9,2019,.56213015,.17751479,0,.26035503,.57988167,.13017751,.37278107,.023668639,0,.30177516,.5443787,.12426036,.45261407,.50960445,.40386638,.32851359,9.707578343882229,.36148247,.5786646,.21594523,.56293905
EGY,"Egypt, Arab Rep",MEA,Middle East and North Africa,MNA,Middle East and North Africa (excluding high income),LMC,Lower middle income,IBD,IBRD,8,0,2019,,,,,,,,,,,,,.49414659,.53080815,.42331329,.34775239,10.1845545213883,.28406388,.5127002,.15018645,.49757677
EGY,"Egypt, Arab Rep",MEA,Middle East and North Africa,MNA,Middle East and North Africa (excluding high income),LMC,Lower middle income,IBD,IBRD,8,1,2019,,,,,,,,,,,,,.40273243,.48413828,.38051012,.30540729,9.116791448892748,.45584995,.65907025,.29610029,.64261079
ENG,,,,,,,,,,4,-9,2019,.51079136,.057553958,0,.42446044,.43884891,.035971224,.050359711,0,0,.47482014,.38848922,.028776979,.56252813,1,.49707398,1,9.79865913408636,.26589206,.45999375,.092268787,.44492283
ENG,,,,,,,,,,4,0,2019,,,,,,,,,,,,,.56610996,1,.49925059,1,9.908034837236114,.2080418,.43408766,.087579638,.42016777
ENG,,,,,,,,,,4,1,2019,,,,,,,,,,,,,.55904686,1,.49495852,1,9.687509042021558,.32341701,.48575413,.096931569,.46953872
ENG,,,,,,,,,,8,-9,2019,.38235295,.014705882,0,.55882353,.33823529,.014705882,.13970588,0,0,.6102941,.29411766,.0073529412,.43320623,.44747064,.34109125,.32607687,9.754582210952053,.21487452,.43727365,.13788857,.41856867
ENG,,,,,,,,,,8,0,2019,,,,,,,,,,,,,.42481413,.4380714,.33314446,.31953278,9.673950610261544,.17630413,.44627559,.16240373,.42543799
ENG,,,,,,,,,,8,1,2019,,,,,,,,,,,,,.4424229,.45779341,.34981883,.33326396,9.847021353599899,.25834289,.42712855,.11026026,.41082701
ESP,Spain,ECS,Europe and Central Asia,,,HIC,High income,LNX,Not classified,4,-9,2019,.51097804,.067864269,.0059880242,.43512973,.44311377,.067864269,.039920159,.001996008,0,.4730539,.40119761,.059880238,.14473884,1,.05778645,1,9.924976553317903,.29076672,.50794381,.080859423,.49153528
ESP,Spain,ECS,Europe and Central Asia,,,HIC,High income,LNX,Not classified,4,0,2019,,,,,,,,,,,,,.15498763,1,.067764178,1,10.11365314656062,.2487594,.46066096,.063183263,.44770998
ESP,Spain,ECS,Europe and Central Asia,,,HIC,High income,LNX,Not classified,4,1,2019,,,,,,,,,,,,,.13601069,1,.04928913,1,9.756334487653236,.32797047,.54981977,.096514292,.53034914
ESP,Spain,ECS,Europe and Central Asia,,,HIC,High income,LNX,Not classified,4,-9,2023,.5648855,.19274808,.013358778,.23282443,.58396947,.15076336,.14122137,.005725191,.0038167939,.28053436,.56297708,.11450382,.17507225,1,.10027177,1,9.924981725573925,.37531945,.58209884,.13123178,.55712742
ESP,Spain,ECS,Europe and Central Asia,,,HIC,High income,LNX,Not classified,4,0,2023,,,,,,,,,,,,,.16973458,1,.099265181,1,10.08945341423763,.33639526,.54252595,.1105818,.51576227
ESP,Spain,ECS,Europe and Central Asia,,,HIC,High income,LNX,Not classified,4,1,2023,,,,,,,,,,,,,.18023607,1,.10124557,1,9.762328245075516,.41347077,.62088597,.15147173,.59767121
FIN,Finland,ECS,Europe and Central Asia,,,HIC,High income,LNX,Not classified,4,-9,2019,.037974682,0,0,.57594937,.075949363,0,0,0,0,.55063289,.075949363,0,.14809945,1,.028481558,1,10.68726382653754,.12170742,.29751959,.047654998,.29201517
FIN,Finland,ECS,Europe and Central Asia,,,HIC,High income,LNX,Not classified,4,0,2019,,,,,,,,,,,,,.15858337,1,.030162968,1,10.81303372886585,.089234933,.2701903,.053504027,.26456472
FIN,Finland,ECS,Europe and Central Asia,,,HIC,High income,LNX,Not classified,4,1,2019,,,,,,,,,,,,,.13840209,1,.026926296,1,10.56763778652723,.15239877,.32334986,.042126793,.3179599
FIN,Finland,ECS,Europe and Central Asia,,,HIC,High income,LNX,Not classified,8,-9,2019,.012987013,0,0,.51298702,.025974026,0,.019480519,0,0,.49350649,.025974026,0,.16711438,.17262009,.045486733,.0035203081,10.81251413703904,.083817199,.26155773,.066041559,.25053543
FIN,Finland,ECS,Europe and Central Asia,,,HIC,High income,LNX,Not classified,8,0,2019,,,,,,,,,,,,,.17621565,.1830533,.047442954,.0039744875,10.7181584687804,.066742092,.25977883,.075157389,.24500602
FIN,Finland,ECS,Europe and Central Asia,,,HIC,High income,LNX,Not classified,8,1,2019,,,,,,,,,,,,,.15860744,.1628682,.04365826,.0030957873,10.90135462257157,.099830233,.26322597,.057492726,.25572094
FIN,Finland,ECS,Europe and Central Asia,,,HIC,High income,LNX,Not classified,4,-9,2023,.24117647,0,.0058823531,.68235296,.15882353,.0058823531,.041176472,.0058823531,0,.69411767,.13529412,.0058823531,.22474855,1,.071603864,1,10.60309148221728,.18056136,.36268538,.097261615,.35162005
FIN,Finland,ECS,Europe and Central Asia,,,HIC,High income,LNX,Not classified,4,0,2023,,,,,,,,,,,,,.21803001,1,.065993324,1,10.65829626945329,.15848199,.34726223,.10978115,.3331812
FIN,Finland,ECS,Europe and Central Asia,,,HIC,High income,LNX,Not classified,4,1,2023,,,,,,,,,,,,,.23130104,1,.07707572,1,10.54855046229092,.20199351,.37765643,.08510907,.36951837
FIN,Finland,ECS,Europe and Central Asia,,,HIC,High income,LNX,Not classified,8,-9,2023,.1242236,0,0,.71428573,.11801242,.0062111802,.055900622,0,0,.72670805,.099378884,.0062111802,.21929131,.21929131,.064465843,.014747059,10.66990672053379,.14781991,.35239249,.11152465,.34463114
FIN,Finland,ECS,Europe and Central Asia,,,HIC,High income,LNX,Not classified,8,0,2023,,,,,,,,,,,,,.21916428,.21916428,.065138228,.015907789,10.57203881697254,.12807478,.39161837,.11117212,.38176188
FIN,Finland,ECS,Europe and Central Asia,,,HIC,High income,LNX,Not classified,8,1,2023,,,,,,,,,,,,,.21940877,.21940877,.063844107,.013673767,10.76692373466563,.16671361,.31485811,.11186198,.30910152
FRA,France,ECS,Europe and Central Asia,,,HIC,High income,LNX,Not classified,4,-9,2019,.26451612,.0064516128,0,.63225806,.16129032,.0064516128,.012903226,0,0,.65161288,.12903225,.0064516128,.25266936,1,.066759877,1,10.51605580976277,.19397324,.35865533,.040137079,.34883907
FRA,France,ECS,Europe and Central Asia,,,HIC,High income,LNX,Not classified,4,0,2019,,,,,,,,,,,,,.24767983,1,.069262393,1,10.64780143872955,.16349095,.32526463,.030936625,.31437647
FRA,France,ECS,Europe and Central Asia,,,HIC,High income,LNX,Not classified,4,1,2019,,,,,,,,,,,,,.25744218,1,.064366035,1,10.38841014189918,.22313301,.39059734,.048938356,.38180643
FRA,France,ECS,Europe and Central Asia,,,HIC,High income,LNX,Not classified,8,-9,2019,.46666667,.046666667,0,.49333334,.44,.02,.0066666668,0,0,.50666666,.41999999,.02,.57172573,.57523543,.23146948,.19843492,10.0599341458628,.25150436,.46906123,.04974794,.46117079
FRA,France,ECS,Europe and Central Asia,,,HIC,High income,LNX,Not classified,8,0,2019,,,,,,,,,,,,,.5736174,.57634425,.23510909,.20133838,10.02625714312149,.21264626,.44292924,.055509403,.4392511
FRA,France,ECS,Europe and Central Asia,,,HIC,High income,LNX,Not classified,8,1,2019,,,,,,,,,,,,,.56996095,.57420093,.22807397,.1957262,10.09175067584901,.28828952,.49379915,.044293825,.48192117
FRA,France,ECS,Europe and Central Asia,,,HIC,High income,LNX,Not classified,4,-9,2023,.39622641,.018867925,.006289308,.67295599,.18238993,.025157232,.025157232,0,0,.6855346,.1509434,.025157232,.32759169,1,.20461936,1,10.51369639371989,.23433203,.39858171,.085021682,.38672397
FRA,France,ECS,Europe and Central Asia,,,HIC,High income,LNX,Not classified,4,0,2023,,,,,,,,,,,,,.32172194,1,.20510301,1,10.59700828605178,.21452969,.39075118,.077978477,.37755546
FRA,France,ECS,Europe and Central Asia,,,HIC,High income,LNX,Not classified,4,1,2023,,,,,,,,,,,,,.33358577,1,.20412546,1,10.42588557053139,.2545085,.40656021,.09219797,.39606568
FRA,France,ECS,Europe and Central Asia,,,HIC,High income,LNX,Not classified,8,-9,2023,.68000001,.059999999,.0066666668,.40666667,.54000002,.053333335,.026666667,0,0,.44,.5,.053333335,.58727455,.59375948,.2256873,.10514656,10.06313693122804,.32292172,.51833558,.097651742,.50849557
FRA,France,ECS,Europe and Central Asia,,,HIC,High income,LNX,Not classified,8,0,2023,,,,,,,,,,,,,.59531933,.60098654,.22515264,.1084444,10.04412645515097,.31606323,.5293979,.092665285,.51873899
FRA,France,ECS,Europe and Central Asia,,,HIC,High income,LNX,Not classified,8,1,2023,,,,,,,,,,,,,.57930946,.58660394,.22621666,.10188139,10.08261394167881,.3296929,.5074141,.10257472,.49838248
GEO,Georgia,ECS,Europe and Central Asia,ECA,Europe and Central Asia (excluding high income),UMC,Upper middle income,IBD,IBRD,4,-9,2019,.22727273,.0064935065,0,.42207792,.26623377,.038961038,.025974026,0,0,.42857143,.25974026,.032467533,.12642726,1,.1063697,1,10.87610112508435,.16582359,.37781054,.056937501,.37321463
GEO,Georgia,ECS,Europe and Central Asia,ECA,Europe and Central Asia (excluding high income),UMC,Upper middle income,IBD,IBRD,4,0,2019,,,,,,,,,,,,,.12292127,1,.10714316,1,11.23724924157662,.11991775,.31381327,.025065016,.3121264
GEO,Georgia,ECS,Europe and Central Asia,ECA,Europe and Central Asia (excluding high income),UMC,Upper middle income,IBD,IBRD,4,1,2019,,,,,,,,,,,,,.12964645,1,.10565952,1,10.5276493511803,.21015517,.4396131,.087716967,.43220791
GEO,Georgia,ECS,Europe and Central Asia,ECA,Europe and Central Asia (excluding high income),UMC,Upper middle income,IBD,IBRD,8,-9,2019,.096551724,.0068965517,0,.50344825,.089655176,.0068965517,.055172414,.0068965517,0,.46206897,.08275862,.0068965517,.17878722,.18234794,.10912913,.095817834,11.19136134655901,.11212144,.28630248,.065978721,.27795181
GEO,Georgia,ECS,Europe and Central Asia,ECA,Europe and Central Asia (excluding high income),UMC,Upper middle income,IBD,IBRD,8,0,2019,,,,,,,,,,,,,.17463252,.17779686,.10507379,.087535322,11.09546558192548,.11051878,.30242422,.074155904,.29127112
GEO,Georgia,ECS,Europe and Central Asia,ECA,Europe and Central Asia (excluding high income),UMC,Upper middle income,IBD,IBRD,8,1,2019,,,,,,,,,,,,,.18252815,.18644579,.11278061,.10327548,11.2809511624096,.11360184,.27141058,.058425356,.26564863
GEO,Georgia,ECS,Europe and Central Asia,ECA,Europe and Central Asia (excluding high income),UMC,Upper middle income,IBD,IBRD,4,-9,2023,.3974359,.051282052,.0064102565,.54487181,.29487181,.032051284,.089743592,0,0,.57051283,.26282051,.032051284,.10648719,1,.062453642,1,10.71402859223563,.24225722,.42828733,.13532893,.41797709
GEO,Georgia,ECS,Europe and Central Asia,ECA,Europe and Central Asia (excluding high income),UMC,Upper middle income,IBD,IBRD,4,0,2023,,,,,,,,,,,,,.11301405,1,.066463128,1,10.94644574929336,.21234943,.38745114,.11302685,.37991029
GEO,Georgia,ECS,Europe and Central Asia,ECA,Europe and Central Asia (excluding high income),UMC,Upper middle income,IBD,IBRD,4,1,2023,,,,,,,,,,,,,.09999834,1,.058467504,1,10.47070495648099,.27251542,.46960196,.15789232,.45648989
GEO,Georgia,ECS,Europe and Central Asia,ECA,Europe and Central Asia (excluding high income),UMC,Upper middle income,IBD,IBRD,8,-9,2023,.25,.01923077,0,.61538464,.10897436,.01923077,.032051284,0,0,.55769229,.11538462,.012820513,.12540741,.12540741,.077268772,.077268772,11.07750612215038,.18655533,.32355803,.092626482,.31101003
GEO,Georgia,ECS,Europe and Central Asia,ECA,Europe and Central Asia (excluding high income),UMC,Upper middle income,IBD,IBRD,8,0,2023,,,,,,,,,,,,,.12134557,.12134557,.077912569,.077912569,11.18296845734807,.16308394,.31427127,.06863901,.29999787
GEO,Georgia,ECS,Europe and Central Asia,ECA,Europe and Central Asia (excluding high income),UMC,Upper middle income,IBD,IBRD,8,1,2023,,,,,,,,,,,,,.1294031,.1294031,.076635458,.076635458,10.96749739071181,.20953491,.33265021,.11611132,.32179147
HKG,"Hong Kong SAR, China",EAS,East Asia and Pacific,,,HIC,High income,LNX,Not classified,4,-9,2019,.45323741,.035971224,0,.33093524,.56834531,.086330935,.0071942448,0,0,.37410071,.54676259,.064748198,.063433155,1,.013882822,1,9.914109925042517,.2643767,.54429418,.072134592,.53097385
HKG,"Hong Kong SAR, China",EAS,East Asia and Pacific,,,HIC,High income,LNX,Not classified,4,0,2019,,,,,,,,,,,,,.054823879,1,.014771508,1,10.24279611434791,.19367544,.47625828,.050785869,.45979956
HKG,"Hong Kong SAR, China",EAS,East Asia and Pacific,,,HIC,High income,LNX,Not classified,4,1,2019,,,,,,,,,,,,,.070944168,1,.013107505,1,9.632401346143608,.32481772,.60245669,.090385169,.59181923
HKG,"Hong Kong SAR, China",EAS,East Asia and Pacific,,,HIC,High income,LNX,Not classified,8,-9,2019,.40441176,.022058824,0,.47058824,.46323529,.022058824,.19117647,0,0,.49264705,.44117647,.014705882,.049689505,.055037122,.0049785413,.010326159,9.881769396033734,.22842439,.48552048,.15408635,.46625167
HKG,"Hong Kong SAR, China",EAS,East Asia and Pacific,,,HIC,High income,LNX,Not classified,8,0,2019,,,,,,,,,,,,,.062193163,.065991439,.00074651634,.0045447918,10.22785428034054,.13615471,.43173733,.12101804,.40294668
HKG,"Hong Kong SAR, China",EAS,East Asia and Pacific,,,HIC,High income,LNX,Not classified,8,1,2019,,,,,,,,,,,,,.039680187,.046268072,.008366324,.014954207,9.58476544382985,.30802533,.53191918,.18261436,.52086484
HKG,"Hong Kong SAR, China",EAS,East Asia and Pacific,,,HIC,High income,LNX,Not classified,4,-9,2023,.43165466,.01438849,0,.40287769,.54676259,.0071942448,.093525179,0,0,.45323741,.48920864,.0071942448,.31528232,1,.30633339,1,10.35931219360042,.24383584,.49460986,.11315452,.485834
HKG,"Hong Kong SAR, China",EAS,East Asia and Pacific,,,HIC,High income,LNX,Not classified,4,0,2023,,,,,,,,,,,,,.31372249,1,.30424821,1,10.61230373702947,.21292,.43054441,.09172184,.42129743
HKG,"Hong Kong SAR, China",EAS,East Asia and Pacific,,,HIC,High income,LNX,Not classified,4,1,2023,,,,,,,,,,,,,.31677952,1,.30833492,1,10.11585132245692,.27332678,.55572259,.1335994,.54739612
HKG,"Hong Kong SAR, China",EAS,East Asia and Pacific,,,HIC,High income,LNX,Not classified,8,-9,2023,.37037036,.037037037,0,.5925926,.33333334,.014814815,.25925925,.014814815,0,.64444447,.26666668,.014814815,.41536614,.41536614,.37392446,.37392446,10.33504579632185,.22811083,.44498855,.19523136,.42335534
HKG,"Hong Kong SAR, China",EAS,East Asia and Pacific,,,HIC,High income,LNX,Not classified,8,0,2023,,,,,,,,,,,,,.36928177,.36928177,.33570227,.33570227,10.49237643000179,.18761258,.40476432,.17587146,.38393304
HKG,"Hong Kong SAR, China",EAS,East Asia and Pacific,,,HIC,High income,LNX,Not classified,8,1,2023,,,,,,,,,,,,,.45935598,.45935598,.41040942,.41040942,10.18227071662587,.26668519,.48330188,.21367154,.46090484
HRV,Croatia,ECS,Europe and Central Asia,,,HIC,High income,IBD,IBRD,4,-9,2019,.16993465,.019607844,.0065359478,.65359479,.20915033,.019607844,.03267974,0,0,.6405229,.18954249,.019607844,.11063765,1,.040276982,1,10.44958875377433,.17747135,.39499018,.079240628,.38366705
HRV,Croatia,ECS,Europe and Central Asia,,,HIC,High income,IBD,IBRD,4,0,2019,,,,,,,,,,,,,.10043958,1,.03102804,1,10.66455303468164,.1277709,.35992303,.066796862,.34948301
HRV,Croatia,ECS,Europe and Central Asia,,,HIC,High income,IBD,IBRD,4,1,2019,,,,,,,,,,,,,.12087907,1,.049565241,1,10.23261689246199,.22750795,.43029445,.091768555,.41808233
HUN,Hungary,ECS,Europe and Central Asia,,,HIC,High income,LNX,Not classified,4,-9,2019,.41610739,.053691275,0,.41610739,.48322147,.067114092,.026845638,0,0,.42281878,.46308726,.067114092,.20700942,1,.059828896,1,9.908282198095458,.24446553,.51468456,.062593758,.50651675
HUN,Hungary,ECS,Europe and Central Asia,,,HIC,High income,LNX,Not classified,4,0,2019,,,,,,,,,,,,,.19095446,1,.053014599,1,9.986735529612904,.20636678,.49868384,.060861897,.49410897
HUN,Hungary,ECS,Europe and Central Asia,,,HIC,High income,LNX,Not classified,4,1,2019,,,,,,,,,,,,,.22175363,1,.066086866,1,9.834780450918394,.2799094,.52957028,.064204931,.51805997
HUN,Hungary,ECS,Europe and Central Asia,,,HIC,High income,LNX,Not classified,8,-9,2019,.24675325,.032467533,0,.59740257,.21428572,.025974026,.025974026,0,0,.59090906,.20779221,.025974026,.2838462,.30477339,.1618356,.079533935,10.18782269102502,.18000227,.39550924,.069548786,.38448974
HUN,Hungary,ECS,Europe and Central Asia,,,HIC,High income,LNX,Not classified,8,0,2019,,,,,,,,,,,,,.27978849,.30147594,.16145743,.076351106,10.0036697724656,.15138158,.41814286,.076732516,.40819257
HUN,Hungary,ECS,Europe and Central Asia,,,HIC,High income,LNX,Not classified,8,1,2019,,,,,,,,,,,,,.28796992,.30812445,.16221991,.0827685,10.37379379286086,.2088749,.37267643,.062301826,.36057824
HUN,Hungary,ECS,Europe and Central Asia,,,HIC,High income,LNX,Not classified,4,-9,2023,.63636363,.058441557,.019480519,.16883117,.65584415,.13636364,.11688311,.012987013,.0064935065,.18181819,.6883117,.090909094,.3547245,1,.13447441,1,9.878953501055729,.31525949,.58414978,.13282658,.57085317
HUN,Hungary,ECS,Europe and Central Asia,,,HIC,High income,LNX,Not classified,4,0,2023,,,,,,,,,,,,,.36139283,1,.14161992,1,9.996657610754584,.26985303,.55645078,.1175696,.54355854
HUN,Hungary,ECS,Europe and Central Asia,,,HIC,High income,LNX,Not classified,4,1,2023,,,,,,,,,,,,,.34808189,1,.12735648,1,9.761285160502393,.36027947,.61161298,.14795372,.59791547
HUN,Hungary,ECS,Europe and Central Asia,,,HIC,High income,LNX,Not classified,8,-9,2023,.38853502,.031847134,0,.40127388,.53503186,.038216561,.095541403,0,0,.43949044,.49681529,.038216561,.26467553,.26467553,.084074296,.063183486,10.13306380389232,.23739971,.5132702,.12006592,.50183761
HUN,Hungary,ECS,Europe and Central Asia,,,HIC,High income,LNX,Not classified,8,0,2023,,,,,,,,,,,,,.27016219,.27016219,.09185224,.071250007,9.997171212784478,.22759357,.56023884,.13411826,.55004048
HUN,Hungary,ECS,Europe and Central Asia,,,HIC,High income,LNX,Not classified,8,1,2023,,,,,,,,,,,,,.25921625,.25921625,.076335177,.055157229,10.27002690503419,.24718522,.46640044,.10604315,.45373622
IRL,Ireland,ECS,Europe and Central Asia,,,HIC,High income,LNX,Not classified,4,-9,2019,.25333333,.0066666668,0,.57999998,.14,0,.0066666668,0,0,.61333334,.086666666,0,.11253483,1,.029781422,1,10.48389259741199,.19215582,.33593684,.054639313,.31836012
IRL,Ireland,ECS,Europe and Central Asia,,,HIC,High income,LNX,Not classified,4,0,2019,,,,,,,,,,,,,.076756239,1,.019052235,1,10.629852331574,.15840213,.30182582,.039780587,.282516
IRL,Ireland,ECS,Europe and Central Asia,,,HIC,High income,LNX,Not classified,4,1,2019,,,,,,,,,,,,,.14791995,1,.040392615,1,10.33897868391206,.22544816,.36958161,.069294944,.35371429
IRL,Ireland,ECS,Europe and Central Asia,,,HIC,High income,LNX,Not classified,8,-9,2019,.36241612,.020134227,0,.61744964,.24832214,.0067114094,.067114092,0,0,.64429528,.18791947,.0067114094,.19390957,.19390957,.079021811,.028899662,9.994244279070189,.21632543,.40198052,.10969564,.38512406
IRL,Ireland,ECS,Europe and Central Asia,,,HIC,High income,LNX,Not classified,8,0,2019,,,,,,,,,,,,,.18052103,.18052103,.060691752,.0273051,9.90862826020135,.17878442,.40797952,.12721226,.38802427
